CUSTOMER_ID,GENDER,DOB,EDUC_LEVEL,MARITAL_STATUS,HOUSEHOLD_SIZE,HOUSEHOLD_INCOME,YEARS_AT_CURRENT_ADDRESS,POSTAL_CODE,REGION,YEARS_WITH_CURRENT_EMPLOYER,RETIRED,SOCIAL_MEDIA,TV,PREFERRED_CONTACT,CUSTOMER_CATEGORY,MONTHS_WITH_SERVICE,TOLL_FREE_SERVICE,EQUIPMENT_RENTAL,CALLING_CARD_SERVICE,WIRELESS_SERVICE,LONGDISTANCE_LAST_MONTH,TOLLFREE_LAST_MONTH,EQUIPMENT_LAST_MONTH,CALLINGCARD_LAST_MONTH,WIRELESS_LAST_MONTH,LONGDISTANCE_OVER_TENURE,TOLLFREE_OVER_TENURE,EQUIPMENT_OVER_TENURE,CALLING_CARD_OVER_TENURE,WIRELESS_OVER_TENURE,MULTIPLE_LINES,VOICEMAIL,PAGING_SERVICE,INTERNET,CALLER_ID,CALL_WAITING,CALL_FORWARDING,THREE_WAY_CALLING,ELECTRONIC_BILLING,CHURN,RECEIVED_LETTER_OF_THANKS
10028,"Female",1982-10-16,,"Married",3,107,5,371,3,19,"No","","Yes","e-mail","E-service",43,"Yes","No","Yes","No",11.550000,12.750000,0.000000,21.500000,0.000000,491.550000,583.750000,0.000000,910.000000,0.000000,"Yes","No","No","No","No","No","No","No","No","",""
10029,"Female",1993-04-11,1,"Married",2,21,5,216,2,1,"No","","Yes","e-mail","Plus service",47,"Yes","No","Yes","No",8.650000,30.500000,0.000000,9.000000,0.000000,426.600000,1465.450000,0.000000,405.000000,0.000000,"No","No","No","No","No","Yes","Yes","Yes","No","",""
10030,"Male",1998-06-16,3,"Unmarried",5,17,1,145,1,2,"No","Yes","Yes","e-mail","Total service",13,"No","Yes","Yes","No",3.050000,0.000000,31.300000,14.000000,0.000000,40.300000,0.000000,390.600000,155.000000,0.000000,"Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","",""
10031,"Female",1986-08-25,4,"Married",3,49,0,130,1,3,"No","Yes","Yes","e-mail","E-service",29,"No","Yes","No","No",6.700000,0.000000,33.000000,0.000000,0.000000,187.000000,0.000000,918.250000,0.000000,0.000000,"Yes","No","Yes","Yes","No","No","No","No","Yes","",""
10032,"Male",1957-06-17,2,"Unmarried",1,41,23,107,1,11,"No","","Yes","e-mail","Basic service",35,"No","No","Yes","No",9.600000,0.000000,0.000000,9.500000,0.000000,353.550000,0.000000,0.000000,295.000000,0.000000,"No","No","No","No","No","No","No","No","No","",""
10033,"Female",1979-11-17,3,"Unmarried",1,105,8,335,3,13,"No","","Yes","e-mail","Total service",26,"Yes","No","Yes","Yes",6.600000,39.750000,0.000000,37.250000,38.250000,159.700000,1022.450000,0.000000,1005.000000,885.100000,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","",""
10034,"Female",1968-11-27,4,"Married",3,102,30,341,3,9,"No","Yes","Yes","e-mail","E-service",61,"No","No","Yes","No",12.600000,0.000000,0.000000,12.500000,0.000000,760.300000,0.000000,0.000000,745.000000,0.000000,"Yes","No","No","Yes","No","No","No","No","Yes","",""
10035,"Female",1984-06-26,3,"Unmarried",1,20,11,132,1,0,"No","No","No","e-mail","Basic service",13,"No","No","No","No",4.800000,0.000000,0.000000,0.000000,0.000000,71.050000,0.000000,0.000000,0.000000,0.000000,"No","No","No","Yes","No","No","No","No","No","",""
10036,"Female",1989-06-01,2,"Married",5,40,6,143,1,8,"No","","Yes","e-mail","Plus service",40,"No","No","No","No",13.000000,0.000000,0.000000,0.000000,0.000000,502.950000,0.000000,0.000000,0.000000,0.000000,"No","No","No","No","No","Yes","Yes","Yes","No","",""
10037,"Male",1989-10-19,2,"Married",3,18,9,303,3,2,"No","Yes","Yes","e-mail","Basic service",19,"No","No","No","No",5.400000,0.000000,0.000000,0.000000,0.000000,108.500000,0.000000,0.000000,0.000000,0.000000,"No","No","No","Yes","No","No","Yes","No","Yes","",""
10038,"Male",1987-07-05,4,"Married",5,60,1,252,2,6,"No","Yes","Yes","e-mail","E-service",29,"No","Yes","No","No",9.600000,0.000000,26.750000,0.000000,0.000000,243.900000,0.000000,730.800000,0.000000,0.000000,"Yes","No","No","Yes","No","No","No","No","Yes","",""
10039,"Female",1954-06-13,1,"Married",2,98,18,227,2,31,"No","","Yes","e-mail","Total service",70,"Yes","No","Yes","Yes",26.150000,84.000000,0.000000,11.250000,45.450000,1805.100000,5850.250000,0.000000,720.000000,3243.250000,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","",""
10040,"Male",1975-10-04,5,"Unmarried",2,-1,4,206,2,7,"No","","Yes","e-mail","Plus service",6,"No","No","Yes","Yes",4.250000,0.000000,0.000000,16.250000,26.750000,30.000000,0.000000,0.000000,85.000000,146.550000,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","",""
10041,"Female",1993-10-22,2,"Married",3,38,6,315,3,1,"No","","Yes","e-mail","Plus service",23,"Yes","Yes","Yes","No",13.900000,23.250000,28.500000,3.750000,0.000000,255.000000,574.850000,621.250000,65.000000,0.000000,"Yes","No","Yes","No","No","Yes","Yes","No","No","",""
10042,"Male",1974-04-07,2,"Married",3,99,2,116,1,21,"No","","Yes","e-mail","Plus service",42,"Yes","No","Yes","No",22.050000,34.750000,0.000000,9.750000,0.000000,841.550000,1501.550000,0.000000,395.000000,0.000000,"Yes","No","No","No","No","Yes","No","Yes","No","",""
10043,"Female",1984-02-19,,"Married",3,22,2,153,1,0,"No","Yes","Yes","e-mail","Total service",20,"Yes","Yes","Yes","Yes",4.850000,18.250000,35.050000,34.750000,31.650000,75.450000,338.550000,731.050000,635.000000,570.650000,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","",""
10044,"Male",1967-11-09,5,"Married",6,41,21,203,2,20,"No","Yes","Yes","e-mail","Total service",39,"Yes","Yes","Yes","Yes",12.100000,20.500000,54.300000,9.750000,35.350000,492.800000,910.250000,2059.700000,330.000000,1301.100000,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","",""
10045,"Female",1993-10-13,3,"Married",2,20,1,376,3,1,"No","No","No","e-mail","E-service",24,"No","Yes","No","No",8.150000,0.000000,27.950000,0.000000,0.000000,209.350000,0.000000,615.800000,0.000000,0.000000,"Yes","No","No","Yes","Yes","No","Yes","No","No","",""
10046,"Male",1971-03-25,4,"Unmarried",1,123,5,242,2,11,"No","Yes","Yes","e-mail","Basic service",4,"No","Yes","Yes","No",2.500000,0.000000,25.300000,13.750000,0.000000,9.250000,0.000000,99.500000,40.000000,0.000000,"No","No","No","Yes","No","No","Yes","No","Yes","",""
10047,"Male",1983-11-02,1,"Unmarried",1,34,0,210,2,12,"No","","Yes","e-mail","Basic service",15,"No","No","No","No",3.950000,0.000000,0.000000,0.000000,0.000000,47.950000,0.000000,0.000000,0.000000,0.000000,"No","No","No","No","No","No","No","No","No","",""
10048,"Male",1965-10-19,4,"Unmarried",1,112,21,126,1,16,"No","Yes","Yes","e-mail","E-service",59,"No","Yes","No","Yes",21.100000,0.000000,38.550000,0.000000,25.300000,1236.300000,0.000000,2190.100000,0.000000,1465.350000,"Yes","No","No","Yes","No","No","No","No","Yes","",""
10049,"Female",1970-06-19,1,"Married",2,41,20,130,1,2,"No","","Yes","e-mail","Basic service",18,"Yes","No","Yes","No",4.350000,13.000000,0.000000,8.000000,0.000000,59.150000,220.950000,0.000000,135.000000,0.000000,"No","No","No","No","Yes","Yes","No","No","No","",""
10050,"Female",1985-02-18,,"Unmarried",3,29,4,267,2,4,"No","Yes","Yes","e-mail","Basic service",7,"No","Yes","No","No",4.650000,0.000000,28.350000,0.000000,0.000000,35.450000,0.000000,166.500000,0.000000,0.000000,"No","No","No","Yes","No","No","No","No","Yes","",""
10051,"Female",1960-09-07,2,"Unmarried",2,167,13,376,3,14,"No","","Yes","e-mail","E-service",65,"No","No","Yes","No",24.300000,0.000000,0.000000,17.250000,0.000000,1642.350000,0.000000,0.000000,1110.000000,0.000000,"Yes","No","No","No","No","No","No","No","No","",""
10052,"Male",1996-05-07,4,"Married",2,46,0,346,3,0,"No","Yes","Yes","e-mail","Total service",42,"Yes","Yes","Yes","Yes",9.350000,20.250000,51.350000,6.000000,36.000000,311.850000,850.650000,2099.550000,270.000000,1503.650000,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","",""
10053,"Male",1992-05-20,3,"Unmarried",3,32,2,363,3,2,"No","","Yes","e-mail","Basic service",24,"No","No","No","No",4.250000,0.000000,0.000000,0.000000,0.000000,97.350000,0.000000,0.000000,0.000000,0.000000,"No","No","No","No","No","No","No","No","Yes","",""
10054,"Male",1979-06-06,4,"Married",4,-1,1,135,1,0,"No","Yes","Yes","e-mail","E-service",25,"No","Yes","Yes","Yes",14.450000,0.000000,35.950000,23.000000,24.750000,349.900000,0.000000,895.050000,515.000000,640.800000,"Yes","Yes","Yes","Yes","No","No","No","No","Yes","",""
10055,"Female",1990-02-05,2,"Married",6,34,9,351,3,10,"No","","Yes","e-mail","Plus service",63,"Yes","No","Yes","Yes",15.000000,40.000000,0.000000,17.500000,45.100000,934.050000,2465.400000,0.000000,1120.000000,2770.350000,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","",""
10056,"Female",1985-07-09,3,"Unmarried",1,38,7,305,3,10,"No","Yes","Yes","e-mail","Total service",13,"Yes","Yes","Yes","Yes",5.050000,18.500000,40.800000,12.500000,28.850000,48.600000,199.500000,480.850000,155.000000,318.900000,"No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","",""
10057,"Female",1978-04-22,4,"Unmarried",1,33,9,313,3,2,"No","Yes","Yes","e-mail","Basic service",7,"No","No","No","No",2.800000,0.000000,0.000000,0.000000,0.000000,16.850000,0.000000,0.000000,0.000000,0.000000,"No","No","No","Yes","No","No","No","No","Yes","",""
10058,"Male",1975-03-11,3,"Unmarried",1,224,12,144,1,17,"No","","Yes","e-mail","Basic service",35,"No","No","Yes","No",7.700000,0.000000,0.000000,9.500000,0.000000,271.550000,0.000000,0.000000,330.000000,0.000000,"No","No","No","No","No","No","No","No","No","",""
10059,"Female",1994-08-02,3,"Married",5,23,0,134,1,1,"No","Yes","Yes","e-mail","E-service",64,"No","Yes","No","No",7.000000,0.000000,35.550000,0.000000,0.000000,394.600000,0.000000,2182.400000,0.000000,0.000000,"Yes","No","No","Yes","No","Yes","No","Yes","No","",""
10060,"Male",1955-09-03,3,"Married",2,191,19,262,2,27,"No","","Yes","e-mail","E-service",63,"No","No","Yes","No",12.700000,0.000000,0.000000,7.000000,0.000000,782.450000,0.000000,0.000000,435.000000,0.000000,"Yes","No","No","No","No","No","No","No","No","",""
10061,"Female",1954-06-20,4,"Unmarried",1,-1,41,325,3,37,"No","","Yes","e-mail","Plus service",72,"Yes","No","Yes","Yes",49.600000,32.750000,0.000000,48.750000,60.150000,3535.800000,2378.150000,0.000000,3465.000000,4366.200000,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","",""
10062,"Female",1995-08-16,4,"Married",2,33,4,317,3,0,"No","","Yes","e-mail","Plus service",52,"Yes","No","Yes","No",13.100000,18.250000,0.000000,18.750000,0.000000,757.800000,945.150000,0.000000,920.000000,0.000000,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","",""
10063,"Male",1985-08-17,4,"Unmarried",2,64,6,171,1,0,"No","","Yes","e-mail","Basic service",3,"No","Yes","No","No",2.150000,0.000000,20.750000,0.000000,0.000000,6.000000,0.000000,53.100000,0.000000,0.000000,"No","No","No","No","No","No","No","No","Yes","",""
10064,"Male",1993-09-01,5,"Married",3,19,5,341,3,0,"No","Yes","Yes","e-mail","Total service",23,"Yes","Yes","No","No",6.950000,25.000000,36.700000,0.000000,0.000000,157.100000,562.200000,829.100000,0.000000,0.000000,"Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","",""
10065,"Male",1981-05-05,3,"Unmarried",1,172,7,314,3,13,"No","","Yes","e-mail","Basic service",37,"No","No","No","No",6.850000,0.000000,0.000000,0.000000,0.000000,258.500000,0.000000,0.000000,0.000000,0.000000,"No","No","No","No","No","No","No","No","Yes","",""
10066,"Female",1975-09-25,4,"Married",4,55,3,223,2,18,"No","Yes","Yes","e-mail","Total service",43,"Yes","Yes","Yes","Yes",9.100000,40.750000,48.400000,16.000000,50.600000,422.700000,1802.500000,1976.650000,675.000000,2244.800000,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","",""
10067,"Female",1989-11-28,4,"Unmarried",4,40,7,223,2,2,"No","Yes","Yes","e-mail","Basic service",21,"Yes","Yes","Yes","Yes",4.500000,17.000000,36.200000,19.250000,33.400000,89.100000,386.800000,772.300000,395.000000,653.900000,"No","No","No","Yes","No","Yes","Yes","No","No","",""
10068,"Male",1985-07-17,3,"Unmarried",1,26,12,341,3,0,"No","Yes","Yes","e-mail","Plus service",6,"Yes","No","Yes","Yes",6.100000,18.750000,0.000000,24.250000,22.800000,35.100000,131.100000,0.000000,125.000000,121.750000,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","",""
10069,"Male",1967-05-22,,"Unmarried",4,96,18,220,2,33,"No","","Yes","e-mail","Plus service",69,"Yes","No","Yes","No",33.950000,87.000000,0.000000,33.500000,0.000000,2338.800000,5916.000000,0.000000,2180.000000,0.000000,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","",""
10070,"Male",1985-03-11,1,"Unmarried",1,54,9,152,1,10,"No","","Yes","e-mail","Plus service",22,"Yes","No","Yes","No",11.050000,22.250000,0.000000,18.750000,0.000000,246.700000,504.400000,0.000000,370.000000,0.000000,"No","No","No","No","Yes","Yes","Yes","Yes","No","",""
10071,"Female",1978-02-07,2,"Married",3,47,1,171,1,9,"No","","Yes","e-mail","Plus service",28,"Yes","No","Yes","No",8.100000,29.500000,0.000000,28.500000,0.000000,224.250000,774.750000,0.000000,730.000000,0.000000,"No","No","No","No","Yes","Yes","Yes","Yes","No","",""
10072,"Male",1971-08-27,1,"Married",2,142,23,113,1,30,"No","","Yes","e-mail","E-service",71,"No","No","Yes","No",32.200000,0.000000,0.000000,82.250000,0.000000,2237.350000,0.000000,0.000000,5520.000000,0.000000,"Yes","No","No","No","No","No","No","No","No","",""
10073,"Male",1981-01-08,4,"Unmarried",1,57,5,227,2,1,"No","","Yes","e-mail","Basic service",7,"No","No","No","No",3.800000,0.000000,0.000000,0.000000,0.000000,23.900000,0.000000,0.000000,0.000000,0.000000,"No","No","No","No","No","No","No","Yes","No","",""
10074,"Male",1967-11-12,3,"Married",2,186,15,336,3,25,"No","","Yes","e-mail","Total service",43,"Yes","No","Yes","Yes",18.900000,59.750000,0.000000,20.250000,59.150000,856.300000,2522.950000,0.000000,885.000000,2525.100000,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","",""
10075,"Male",1997-05-05,1,"Married",4,25,1,342,3,4,"No","Yes","Yes","e-mail","E-service",43,"No","No","No","No",7.600000,0.000000,0.000000,0.000000,0.000000,334.450000,0.000000,0.000000,0.000000,0.000000,"Yes","No","No","Yes","No","No","Yes","Yes","No","",""
10076,"Female",1985-01-25,4,"Married",5,42,12,274,2,7,"No","","Yes","e-mail","E-service",33,"No","Yes","Yes","Yes",8.800000,0.000000,30.950000,23.000000,23.350000,305.750000,0.000000,1019.150000,730.000000,665.350000,"Yes","Yes","No","No","No","No","No","No","No","",""
10077,"Male",1964-09-25,5,"Married",2,153,5,107,1,10,"No","Yes","Yes","e-mail","E-service",52,"No","Yes","No","Yes",11.050000,0.000000,36.300000,0.000000,30.150000,555.850000,0.000000,1816.650000,0.000000,1525.150000,"Yes","Yes","No","Yes","Yes","No","No","No","Yes","",""
10078,"Female",1972-01-03,2,"Unmarried",1,26,11,201,2,0,"No","Yes","Yes","e-mail","Basic service",19,"No","No","Yes","No",6.050000,0.000000,0.000000,5.000000,0.000000,121.700000,0.000000,0.000000,90.000000,0.000000,"No","No","No","Yes","No","Yes","No","Yes","Yes","",""
10079,"Female",1973-02-01,1,"Married",2,42,5,332,3,11,"No","","Yes","e-mail","Basic service",48,"No","No","No","No",9.250000,0.000000,0.000000,0.000000,0.000000,435.600000,0.000000,0.000000,0.000000,0.000000,"No","No","No","No","No","Yes","No","No","No","",""
10080,"Female",1985-06-05,2,"Unmarried",1,53,4,200,2,14,"No","","Yes","e-mail","Basic service",33,"No","No","No","No",5.050000,0.000000,0.000000,0.000000,0.000000,145.850000,0.000000,0.000000,0.000000,0.000000,"No","No","No","No","Yes","No","No","No","No","",""
10081,"Female",1993-02-23,1,"Unmarried",1,18,4,264,2,0,"No","","Yes","e-mail","Plus service",39,"No","No","No","No",6.750000,0.000000,0.000000,0.000000,0.000000,242.700000,0.000000,0.000000,0.000000,0.000000,"Yes","No","No","No","Yes","Yes","No","Yes","No","",""
10082,"Male",1967-06-27,4,"Unmarried",2,43,10,111,1,19,"No","Yes","Yes","e-mail","E-service",62,"No","Yes","Yes","Yes",27.150000,0.000000,42.700000,17.000000,41.150000,1632.400000,0.000000,2583.850000,1015.000000,2521.050000,"Yes","No","Yes","Yes","Yes","No","No","No","Yes","",""
10083,"Male",1973-03-28,1,"Unmarried",1,29,17,340,3,6,"No","","Yes","e-mail","Basic service",35,"No","No","No","No",8.400000,0.000000,0.000000,0.000000,0.000000,300.350000,0.000000,0.000000,0.000000,0.000000,"No","No","No","No","No","No","Yes","No","No","",""
10084,"Male",1967-12-18,5,"Married",2,80,5,225,2,3,"No","Yes","Yes","e-mail","Total service",49,"No","Yes","Yes","Yes",5.750000,0.000000,51.750000,36.000000,36.700000,285.400000,0.000000,2435.350000,1810.000000,1679.450000,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","",""
10085,"Female",1948-05-17,3,"Unmarried",1,9,2,173,1,24,"Yes","Yes","Yes","e-mail","E-service",58,"No","Yes","Yes","Yes",23.300000,0.000000,48.350000,29.750000,35.150000,1384.450000,0.000000,2632.400000,1730.000000,1975.700000,"Yes","No","No","Yes","No","No","No","Yes","No","",""
10086,"Male",1955-07-04,5,"Married",2,15,29,163,1,31,"Yes","","Yes","e-mail","Plus service",72,"No","No","Yes","No",20.600000,0.000000,0.000000,31.250000,0.000000,1547.450000,0.000000,0.000000,2180.000000,0.000000,"Yes","No","No","No","No","No","Yes","Yes","No","",""
10087,"Male",1978-11-27,1,"Unmarried",1,64,7,207,2,19,"No","","Yes","e-mail","Plus service",28,"Yes","No","No","No",6.000000,27.500000,0.000000,0.000000,0.000000,167.650000,722.500000,0.000000,0.000000,0.000000,"No","No","No","No","Yes","No","No","Yes","No","",""
10088,"Male",1986-09-03,3,"Unmarried",1,88,2,104,1,9,"No","Yes","Yes","e-mail","Total service",48,"Yes","No","Yes","Yes",6.150000,33.750000,0.000000,29.750000,44.750000,307.650000,1603.800000,0.000000,1390.000000,2119.350000,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","",""
